source_name,source_event_id,source_name_value,event_type,time_utc,precision,time_definition,quality,pad,vehicle_mission,stations_recorded,notes,source_url,source_file,time_role,location,status,retrieved_at,cache_source,persistent_event_id
launch_library_2,a9908568-9a9a-4e40-bd8f-52c1c52d7444,Falcon 9 Full Thrust | Echostar 23,orbital_launch,2017-03-16T06:00:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | Echostar 23,,,https://ll.thespacedevs.com/2.3.0/launches/a9908568-9a9a-4e40-bd8f-52c1c52d7444/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,d68ba788-f668-4ee0-a88c-a8f6c4c0ebf1,"Delta IV M+(5,4) | WGS-9 (USA-275)",orbital_launch,2017-03-19T00:18:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 37B,"Delta IV M+(5,4) | WGS-9 (USA-275)",,,https://ll.thespacedevs.com/2.3.0/launches/d68ba788-f668-4ee0-a88c-a8f6c4c0ebf1/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,8690c683-f109-4642-a860-f23ffcff60a9,Falcon 9 Full Thrust | SES-10,orbital_launch,2017-03-30T22:27:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | SES-10,,,https://ll.thespacedevs.com/2.3.0/launches/8690c683-f109-4642-a860-f23ffcff60a9/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,5ff7d8c6-9fc0-439c-ad10-9e6ce2d1e86d,Atlas V 401 | Cygnus CRS OA-7 (S.S. John Glenn),orbital_launch,2017-04-18T15:11:26Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 401 | Cygnus CRS OA-7 (S.S. John Glenn),,,https://ll.thespacedevs.com/2.3.0/launches/5ff7d8c6-9fc0-439c-ad10-9e6ce2d1e86d/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,df8a584b-3ca5-43ca-86b8-6cbd0c66b5ac,Falcon 9 Full Thrust | NROL-76,orbital_launch,2017-05-01T11:15:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | NROL-76,,,https://ll.thespacedevs.com/2.3.0/launches/df8a584b-3ca5-43ca-86b8-6cbd0c66b5ac/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,50da4982-75d1-4608-aa73-26a2675b3fae,Falcon 9 Full Thrust | Inmarsat-5 F4,orbital_launch,2017-05-15T23:21:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | Inmarsat-5 F4,,,https://ll.thespacedevs.com/2.3.0/launches/50da4982-75d1-4608-aa73-26a2675b3fae/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,54f5fb21-1b92-4f6e-9220-7edc5f7dfb06,Falcon 9 Full Thrust | SpX CRS-11,orbital_launch,2017-06-03T21:07:38Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | SpX CRS-11,,,https://ll.thespacedevs.com/2.3.0/launches/54f5fb21-1b92-4f6e-9220-7edc5f7dfb06/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,b600cba0-29f6-4ef4-b3f5-039c287bc63b,Falcon 9 Full Thrust | BulgariaSat-1,orbital_launch,2017-06-23T19:10:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | BulgariaSat-1,,,https://ll.thespacedevs.com/2.3.0/launches/b600cba0-29f6-4ef4-b3f5-039c287bc63b/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,fe77ab35-1131-42ef-b9e4-1d876471e86d,Falcon 9 Full Thrust | Intelsat 35e,orbital_launch,2017-07-05T23:38:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | Intelsat 35e,,,https://ll.thespacedevs.com/2.3.0/launches/fe77ab35-1131-42ef-b9e4-1d876471e86d/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,8802f398-44b6-4b3c-a2e1-af73cbe9d44e,Falcon 9 Block 4 | SpX CRS-12,orbital_launch,2017-08-14T16:31:37Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 4 | SpX CRS-12,,,https://ll.thespacedevs.com/2.3.0/launches/8802f398-44b6-4b3c-a2e1-af73cbe9d44e/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,614af71e-1e07-478c-b968-d1f16d6c30b3,Atlas V 401 | TDRS-M,orbital_launch,2017-08-18T12:29:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 401 | TDRS-M,,,https://ll.thespacedevs.com/2.3.0/launches/614af71e-1e07-478c-b968-d1f16d6c30b3/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,b035aace-6882-4fa0-b4d3-0c3684ccec59,Minotaur IV | ORS-5,orbital_launch,2017-08-26T06:04:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 46,Minotaur IV | ORS-5,,,https://ll.thespacedevs.com/2.3.0/launches/b035aace-6882-4fa0-b4d3-0c3684ccec59/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,82995933-e6fd-4de8-8785-5d98c9feddbe,Falcon 9 Block 4 | OTV-5 (X-37B),orbital_launch,2017-09-07T14:00:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 4 | OTV-5 (X-37B),,,https://ll.thespacedevs.com/2.3.0/launches/82995933-e6fd-4de8-8785-5d98c9feddbe/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,b18c9845-9e0a-4dab-9d2b-765886503877,Falcon 9 Full Thrust | Echostar 105/SES-11,orbital_launch,2017-10-11T22:53:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Full Thrust | Echostar 105/SES-11,,,https://ll.thespacedevs.com/2.3.0/launches/b18c9845-9e0a-4dab-9d2b-765886503877/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,a444a545-cd97-40c4-90e3-a4b4ab896afa,Atlas V 421 | NROL-52,orbital_launch,2017-10-15T07:28:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 421 | NROL-52,,,https://ll.thespacedevs.com/2.3.0/launches/a444a545-cd97-40c4-90e3-a4b4ab896afa/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,cf40e58a-f301-4ecf-a8a0-7e6657a0319c,Falcon 9 Block 4 | Koreasat 5A,orbital_launch,2017-10-30T19:34:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 4 | Koreasat 5A,,,https://ll.thespacedevs.com/2.3.0/launches/cf40e58a-f301-4ecf-a8a0-7e6657a0319c/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,c63b742b-844f-40dc-af9b-fbd946dcf214,Falcon 9 Full Thrust | SpX CRS-13,orbital_launch,2017-12-15T15:36:09Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Full Thrust | SpX CRS-13,,,https://ll.thespacedevs.com/2.3.0/launches/c63b742b-844f-40dc-af9b-fbd946dcf214/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,2cf36ccb-c757-4951-aaaa-a35605ddb56f,Falcon 9 Block 4 | Zuma,orbital_launch,2018-01-08T01:00:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 4 | Zuma,,,https://ll.thespacedevs.com/2.3.0/launches/2cf36ccb-c757-4951-aaaa-a35605ddb56f/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,d6294ef8-1025-4425-890c-536e809f9cc4,Atlas V 411 | SBIRS GEO Flight 4 (SBIRS GEO-3),orbital_launch,2018-01-20T00:48:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 411 | SBIRS GEO Flight 4 (SBIRS GEO-3),,,https://ll.thespacedevs.com/2.3.0/launches/d6294ef8-1025-4425-890c-536e809f9cc4/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,dc007d6f-0e07-4900-be31-76c6f3d74b61,Falcon 9 Full Thrust | GovSat (SES-16),orbital_launch,2018-01-31T21:25:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Full Thrust | GovSat (SES-16),,,https://ll.thespacedevs.com/2.3.0/launches/dc007d6f-0e07-4900-be31-76c6f3d74b61/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,598af929-31d4-4544-ad77-e0b6f9c8f460,Falcon Heavy | Demo (Test Flight),orbital_launch,2018-02-06T20:45:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon Heavy | Demo Flight 1 (Maiden Flight),,,https://ll.thespacedevs.com/2.3.0/launches/598af929-31d4-4544-ad77-e0b6f9c8f460/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,adfcb90a-1b57-4aa2-9d96-47c2a233f37e,Atlas V 541 | GOES-S,orbital_launch,2018-03-01T22:02:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 541 | GOES-S,,,https://ll.thespacedevs.com/2.3.0/launches/adfcb90a-1b57-4aa2-9d96-47c2a233f37e/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,067aaad8-bafd-4c31-924c-dc18fb0bd4cc,Falcon 9 Block 4 | Hispasat 30W-6 (Hispasat 1F),orbital_launch,2018-03-06T05:33:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 4 | Hispasat 30W-6 (Hispasat 1F),,,https://ll.thespacedevs.com/2.3.0/launches/067aaad8-bafd-4c31-924c-dc18fb0bd4cc/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,161dee30-0b58-4eec-83e4-b4142914b7c1,Falcon 9 Block 4 | SpX CRS-14,orbital_launch,2018-04-02T20:30:38Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 4 | SpX CRS-14,,,https://ll.thespacedevs.com/2.3.0/launches/161dee30-0b58-4eec-83e4-b4142914b7c1/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,76cfbc51-6f04-45b1-ac2a-bd9d2088f035,Atlas V 551 | AFSPC-11,orbital_launch,2018-04-14T23:13:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 551 | AFSPC-11,,,https://ll.thespacedevs.com/2.3.0/launches/76cfbc51-6f04-45b1-ac2a-bd9d2088f035/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,ca4e796d-f3e4-4b80-b2f7-f7fd6a7b325f,Falcon 9 Block 4 | TESS (Transiting Exoplanet Survey Satellite),orbital_launch,2018-04-18T22:51:31Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 4 | TESS (Transiting Exoplanet Survey Satellite),,,https://ll.thespacedevs.com/2.3.0/launches/ca4e796d-f3e4-4b80-b2f7-f7fd6a7b325f/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,38ef9c7a-7d5a-4d25-b184-70c391b516ca,Falcon 9 Block 5 | Bangabandhu-1,orbital_launch,2018-05-11T20:14:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 5 | Bangabandhu-1,,,https://ll.thespacedevs.com/2.3.0/launches/38ef9c7a-7d5a-4d25-b184-70c391b516ca/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,3693d46b-1e71-4fd8-bde2-dda188448a93,Falcon 9 Block 4 | SES-12,orbital_launch,2018-06-04T04:45:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 4 | SES-12,,,https://ll.thespacedevs.com/2.3.0/launches/3693d46b-1e71-4fd8-bde2-dda188448a93/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,9961a642-0d04-44bd-850a-3f8299ef4d82,Falcon 9 Block 4 | SpX CRS-15,orbital_launch,2018-06-29T09:42:41Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 4 | SpX CRS-15,,,https://ll.thespacedevs.com/2.3.0/launches/9961a642-0d04-44bd-850a-3f8299ef4d82/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,0ea374f1-ac04-435d-bd6b-6d7e8d24760d,Falcon 9 Block 5 | Telstar 19 VANTAGE,orbital_launch,2018-07-22T05:50:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Telstar 19 VANTAGE,,,https://ll.thespacedevs.com/2.3.0/launches/0ea374f1-ac04-435d-bd6b-6d7e8d24760d/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,76191cb9-a7f9-4592-886d-c51a06f32507,Falcon 9 Block 5 | Merah Putih (Telkom-4),orbital_launch,2018-08-07T05:18:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Merah Putih (Telkom-4),,,https://ll.thespacedevs.com/2.3.0/launches/76191cb9-a7f9-4592-886d-c51a06f32507/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,59be6437-262c-4976-b0cd-c2ed27454d44,Delta IV Heavy | Parker Solar Probe,orbital_launch,2018-08-12T07:31:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 37B,Delta IV Heavy | Parker Solar Probe,,,https://ll.thespacedevs.com/2.3.0/launches/59be6437-262c-4976-b0cd-c2ed27454d44/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,a7e8ed2a-49c0-49b4-8ed8-d567e32bf98a,Falcon 9 Block 5 | Telstar 18 VANTAGE,orbital_launch,2018-09-10T04:45:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Telstar 18 VANTAGE,,,https://ll.thespacedevs.com/2.3.0/launches/a7e8ed2a-49c0-49b4-8ed8-d567e32bf98a/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,251a9e17-c754-4ced-abbb-41b20c26aa2f,Atlas V 551 | AEHF-4 (USA 288),orbital_launch,2018-10-17T04:15:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 551 | AEHF-4,,,https://ll.thespacedevs.com/2.3.0/launches/251a9e17-c754-4ced-abbb-41b20c26aa2f/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,1f252074-9350-4ba7-8b06-4df4b4743ef8,Falcon 9 Block 5 | Es'hail 2,orbital_launch,2018-11-15T20:46:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 5 | Es'hail 2,,,https://ll.thespacedevs.com/2.3.0/launches/1f252074-9350-4ba7-8b06-4df4b4743ef8/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,34d6609f-7235-493d-a80b-dcf59b278a4e,Falcon 9 Block 5 | SpX CRS-16,orbital_launch,2018-12-05T18:16:16Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | SpX CRS-16,,,https://ll.thespacedevs.com/2.3.0/launches/34d6609f-7235-493d-a80b-dcf59b278a4e/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,3a4faa1b-9aa3-4844-b518-ef8f83ff6ddd,Falcon 9 Block 5 | GPS III SV01,orbital_launch,2018-12-23T13:51:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,"Falcon 9 Block 5 | GPS III SV01 ""Vespucci""",,,https://ll.thespacedevs.com/2.3.0/launches/3a4faa1b-9aa3-4844-b518-ef8f83ff6ddd/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,e5bd8f98-cf17-4563-8c2f-9063c803663d,"Falcon 9 Block 5 | Nusantara Satu & GTO-1 (Beresheet, S5)",orbital_launch,2019-02-22T01:45:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,"Falcon 9 Block 5 | GTO-1 (Beresheet, S5)",,,https://ll.thespacedevs.com/2.3.0/launches/e5bd8f98-cf17-4563-8c2f-9063c803663d/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,d889debc-b3d5-4472-a3eb-cf8a90d6ade0,Falcon 9 Block 5 | SpX-DM1 (Demonstration Mission 1),orbital_launch,2019-03-02T07:49:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 5 | SpaceX DM-1 (Demonstration Mission 1),,,https://ll.thespacedevs.com/2.3.0/launches/d889debc-b3d5-4472-a3eb-cf8a90d6ade0/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,b4a603e1-4fa0-4702-b324-24e745ab82df,"Delta IV M+(5,4) | WGS-10",orbital_launch,2019-03-16T00:26:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 37B,"Delta IV M+(5,4) | WGS-10",,,https://ll.thespacedevs.com/2.3.0/launches/b4a603e1-4fa0-4702-b324-24e745ab82df/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,ed90f149-7762-4f9b-a878-90618db057e7,Falcon Heavy | Arabsat-6A,orbital_launch,2019-04-11T22:35:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon Heavy | Arabsat-6A,,,https://ll.thespacedevs.com/2.3.0/launches/ed90f149-7762-4f9b-a878-90618db057e7/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,de607493-4c2d-458e-9797-097732027ece,Falcon 9 Block 5 | SpX CRS-17,orbital_launch,2019-05-04T06:48:58Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | SpX CRS-17,,,https://ll.thespacedevs.com/2.3.0/launches/de607493-4c2d-458e-9797-097732027ece/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,267f232e-f34a-4c79-ac56-b00cf69dd32d,Falcon 9 Block 5 | Starlink Demo (0.9),orbital_launch,2019-05-24T02:30:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Starlink Demo,,,https://ll.thespacedevs.com/2.3.0/launches/267f232e-f34a-4c79-ac56-b00cf69dd32d/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,0a0a1326-c772-4027-8dc2-365b716f6691,Falcon Heavy | STP-2,orbital_launch,2019-06-25T06:30:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon Heavy | STP-2,,,https://ll.thespacedevs.com/2.3.0/launches/0a0a1326-c772-4027-8dc2-365b716f6691/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,8baac795-3f94-4639-be39-29eb977af2b5,Orion Test Booster | Ascent Abort-2,aborted_launch,2019-07-02T11:00:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 46,Orion Abort Test Booster | Ascent Abort-2,,,https://ll.thespacedevs.com/2.3.0/launches/8baac795-3f94-4639-be39-29eb977af2b5/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,28a5a464-2b2f-4b2e-b0e3-c704af99888b,Falcon 9 Block 5 | SpX CRS-18,orbital_launch,2019-07-25T22:01:56Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | SpX CRS-18,,,https://ll.thespacedevs.com/2.3.0/launches/28a5a464-2b2f-4b2e-b0e3-c704af99888b/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,68ecf878-2491-4209-95fe-54f74fb163aa,Falcon 9 Block 5 | Amos-17,orbital_launch,2019-08-06T23:23:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Amos-17,,,https://ll.thespacedevs.com/2.3.0/launches/68ecf878-2491-4209-95fe-54f74fb163aa/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,123a6f62-3ee0-4287-8aaa-6a6d39f866c2,Atlas V 551 | AEHF-5 (USA 292),orbital_launch,2019-08-08T10:13:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V 551 | AEHF-5,,,https://ll.thespacedevs.com/2.3.0/launches/123a6f62-3ee0-4287-8aaa-6a6d39f866c2/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,29cf6d14-08cd-468d-ba68-86640439f17e,"Delta IV M+(4,2) | GPS III SV02",orbital_launch,2019-08-22T13:06:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 37B,"Delta IV M+(4,2) | GPS III SV02 ""Magellan""",,,https://ll.thespacedevs.com/2.3.0/launches/29cf6d14-08cd-468d-ba68-86640439f17e/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,501900f6-ede7-486d-bf13-cbc28fde93c3,Falcon 9 Block 5 | Starlink 1,orbital_launch,2019-11-11T14:56:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Starlink 1,,,https://ll.thespacedevs.com/2.3.0/launches/501900f6-ede7-486d-bf13-cbc28fde93c3/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,4425a1b9-1c3d-4100-99f4-c0934264fc56,Falcon 9 Block 5 | SpX CRS-19,orbital_launch,2019-12-05T17:29:24Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | SpX CRS-19,,,https://ll.thespacedevs.com/2.3.0/launches/4425a1b9-1c3d-4100-99f4-c0934264fc56/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,5e63ba5c-92f9-4f30-b5d1-691748c2efa3,Falcon 9 Block 5 | JCSAT-18/KACIFIC-1,orbital_launch,2019-12-17T00:10:00Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | JCSAT-18/KACIFIC-1,,,https://ll.thespacedevs.com/2.3.0/launches/5e63ba5c-92f9-4f30-b5d1-691748c2efa3/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,d6449a4e-7059-4623-8b64-7e7a8a6985a5,Atlas V N22 | CST-100 Starliner Orbital Flight Test,orbital_launch,2019-12-20T11:36:43Z,,LL2 NET/T-0,Launch Successful,Space Launch Complex 41,Atlas V N22 | CST-100 Starliner Orbital Flight Test,,,https://ll.thespacedevs.com/2.3.0/launches/d6449a4e-7059-4623-8b64-7e7a8a6985a5/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,a2851487-eb93-4a98-98a5-a130ed57937a,Falcon 9 Block 5 | Starlink 2,orbital_launch,2020-01-07T02:19:21Z,second,LL2 NET/T-0,Launch Successful,Space Launch Complex 40,Falcon 9 Block 5 | Starlink 2,,,https://ll.thespacedevs.com/2.3.0/launches/a2851487-eb93-4a98-98a5-a130ed57937a/?format=json,,actual_event_time,"Cape Canaveral SFS, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
launch_library_2,41495097-341b-4ec5-b7e5-a450cf45fc23,Falcon 9 Block 5 | Dragon In-Flight Abort Test,aborted_launch,2020-01-19T15:30:00Z,,LL2 NET/T-0,Launch Successful,Launch Complex 39A,Falcon 9 Block 5 | Crew Dragon In-Flight Abort Test,,,https://ll.thespacedevs.com/2.3.0/launches/41495097-341b-4ec5-b7e5-a450cf45fc23/?format=json,,actual_event_time,"Kennedy Space Center, FL, USA",Launch Successful,2026-09-15T20:32:52.213460Z,launch_library_2,
