,sourcefile,outputfile,starttime,endtime,hours,npts,nRECS,Fs,numValidTimes,numTimeSkips,passed,SDS,miniseed
0,20220826\20hz\20hz_Sensors_20Hz0.csv,20220826.20hz.20hz_Sensors_20Hz0.csv,2022/07/21 13:47:50,2022/07/21 16:00:00,2.2,158601,158601.0,20.0000190735,158601,0.0,True,True,True
1,20220826\20hz\20hz_Sensors_1Sec0.csv,20220826.20hz.20hz_Sensors_1Sec0.csv,2022/07/21 13:47:50,2022/07/21 16:00:00,2.2,7931,7931.0,1.0,7931,0.0,True,True,True
2,20220826\Baro\100hz_Baro_Sensors0.csv,20220826.Baro.100hz_Baro_Sensors0.csv,2022/07/21 13:54:21,2022/07/21 16:00:00,2.09,753819,753819.0,100.000095368,753819,2.0,True,True,True
3,20220826\100hz\100hz_Sensors_100Hz1.csv,20220826.100hz.100hz_Sensors_100Hz1.csv,2022/07/21 16:00:00,2022/07/21 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
4,20220826\20hz\20hz_Sensors_20Hz1.csv,20220826.20hz.20hz_Sensors_20Hz1.csv,2022/07/21 16:00:00,2022/07/21 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
5,20220826\Baro\100hz_Baro_Sensors1.csv,20220826.Baro.100hz_Baro_Sensors1.csv,2022/07/21 16:00:00,2022/07/21 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
6,20220826\20hz\20hz_Sensors_1Sec1.csv,20220826.20hz.20hz_Sensors_1Sec1.csv,2022/07/21 16:00:01,2022/07/21 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
7,20220826\Baro\100hz_Baro_Sensors2.csv,20220826.Baro.100hz_Baro_Sensors2.csv,2022/07/21 20:00:00,2022/07/22 00:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
8,20220826\20hz\20hz_Sensors_20Hz2.csv,20220826.20hz.20hz_Sensors_20Hz2.csv,2022/07/21 20:00:00,2022/07/22 00:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
9,20220826\100hz\100hz_Sensors_100Hz2.csv,20220826.100hz.100hz_Sensors_100Hz2.csv,2022/07/21 20:00:00,2022/07/22 00:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
10,20220826\20hz\20hz_Sensors_1Sec2.csv,20220826.20hz.20hz_Sensors_1Sec2.csv,2022/07/21 20:00:01,2022/07/22 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
11,20220826\100hz\100hz_Sensors_100Hz3.csv,20220826.100hz.100hz_Sensors_100Hz3.csv,2022/07/22 00:00:00,2022/07/22 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
12,20220826\20hz\20hz_Sensors_20Hz3.csv,20220826.20hz.20hz_Sensors_20Hz3.csv,2022/07/22 00:00:00,2022/07/22 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
13,20220826\Baro\100hz_Baro_Sensors3.csv,20220826.Baro.100hz_Baro_Sensors3.csv,2022/07/22 00:00:00,2022/07/22 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
14,20220826\20hz\20hz_Sensors_1Sec3.csv,20220826.20hz.20hz_Sensors_1Sec3.csv,2022/07/22 00:00:01,2022/07/22 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
17,20220826\100hz\100hz_Sensors_100Hz4.csv,20220826.100hz.100hz_Sensors_100Hz4.csv,2022/07/22 04:00:00,2022/07/22 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
15,20220826\Baro\100hz_Baro_Sensors4.csv,20220826.Baro.100hz_Baro_Sensors4.csv,2022/07/22 04:00:00,2022/07/22 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
16,20220826\20hz\20hz_Sensors_20Hz4.csv,20220826.20hz.20hz_Sensors_20Hz4.csv,2022/07/22 04:00:00,2022/07/22 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
18,20220826\20hz\20hz_Sensors_1Sec4.csv,20220826.20hz.20hz_Sensors_1Sec4.csv,2022/07/22 04:00:01,2022/07/22 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
19,20220826\20hz\20hz_Sensors_20Hz5.csv,20220826.20hz.20hz_Sensors_20Hz5.csv,2022/07/22 08:00:00,2022/07/22 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
20,20220826\100hz\100hz_Sensors_100Hz5.csv,20220826.100hz.100hz_Sensors_100Hz5.csv,2022/07/22 08:00:00,2022/07/22 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
21,20220826\Baro\100hz_Baro_Sensors5.csv,20220826.Baro.100hz_Baro_Sensors5.csv,2022/07/22 08:00:00,2022/07/22 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
22,20220826\20hz\20hz_Sensors_1Sec5.csv,20220826.20hz.20hz_Sensors_1Sec5.csv,2022/07/22 08:00:01,2022/07/22 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
23,20220826\Baro\100hz_Baro_Sensors6.csv,20220826.Baro.100hz_Baro_Sensors6.csv,2022/07/22 12:00:00,2022/07/22 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
24,20220826\100hz\100hz_Sensors_100Hz6.csv,20220826.100hz.100hz_Sensors_100Hz6.csv,2022/07/22 12:00:00,2022/07/22 16:00:00,4.0,1439901,1439901.0,100.000095368,1439901,1.0,True,False,True
25,20220826\20hz\20hz_Sensors_20Hz6.csv,20220826.20hz.20hz_Sensors_20Hz6.csv,2022/07/22 12:00:00,2022/07/22 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
26,20220826\20hz\20hz_Sensors_1Sec6.csv,20220826.20hz.20hz_Sensors_1Sec6.csv,2022/07/22 12:00:01,2022/07/22 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
27,20220826\Baro\100hz_Baro_Sensors7.csv,20220826.Baro.100hz_Baro_Sensors7.csv,2022/07/22 16:00:00,2022/07/22 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
28,20220826\20hz\20hz_Sensors_20Hz7.csv,20220826.20hz.20hz_Sensors_20Hz7.csv,2022/07/22 16:00:00,2022/07/22 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
29,20220826\100hz\100hz_Sensors_100Hz7.csv,20220826.100hz.100hz_Sensors_100Hz7.csv,2022/07/22 16:00:00,2022/07/22 20:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
30,20220826\20hz\20hz_Sensors_1Sec7.csv,20220826.20hz.20hz_Sensors_1Sec7.csv,2022/07/22 16:00:01,2022/07/22 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
32,20220826\Baro\100hz_Baro_Sensors8.csv,20220826.Baro.100hz_Baro_Sensors8.csv,2022/07/22 20:00:00,2022/07/23 00:00:00,4.0,1439997,1439997.0,100.000095368,1439997,2.0,True,True,True
33,20220826\100hz\100hz_Sensors_100Hz8.csv,20220826.100hz.100hz_Sensors_100Hz8.csv,2022/07/22 20:00:00,2022/07/23 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
31,20220826\20hz\20hz_Sensors_20Hz8.csv,20220826.20hz.20hz_Sensors_20Hz8.csv,2022/07/22 20:00:00,2022/07/23 00:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
34,20220826\20hz\20hz_Sensors_1Sec8.csv,20220826.20hz.20hz_Sensors_1Sec8.csv,2022/07/22 20:00:01,2022/07/23 00:00:00,4.0,14400,14400.0,1.0,14400,2.0,True,False,True
35,20220826\Baro\100hz_Baro_Sensors9.csv,20220826.Baro.100hz_Baro_Sensors9.csv,2022/07/23 00:00:00,2022/07/23 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
36,20220826\20hz\20hz_Sensors_20Hz9.csv,20220826.20hz.20hz_Sensors_20Hz9.csv,2022/07/23 00:00:00,2022/07/23 04:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
37,20220826\100hz\100hz_Sensors_100Hz9.csv,20220826.100hz.100hz_Sensors_100Hz9.csv,2022/07/23 00:00:00,2022/07/23 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
38,20220826\20hz\20hz_Sensors_1Sec9.csv,20220826.20hz.20hz_Sensors_1Sec9.csv,2022/07/23 00:00:01,2022/07/23 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
40,20220826\Baro\100hz_Baro_Sensors10.csv,20220826.Baro.100hz_Baro_Sensors10.csv,2022/07/23 04:00:00,2022/07/23 08:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
41,20220826\100hz\100hz_Sensors_100Hz10.csv,20220826.100hz.100hz_Sensors_100Hz10.csv,2022/07/23 04:00:00,2022/07/23 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
39,20220826\20hz\20hz_Sensors_20Hz10.csv,20220826.20hz.20hz_Sensors_20Hz10.csv,2022/07/23 04:00:00,2022/07/23 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
42,20220826\20hz\20hz_Sensors_1Sec10.csv,20220826.20hz.20hz_Sensors_1Sec10.csv,2022/07/23 04:00:01,2022/07/23 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
43,20220826\Baro\100hz_Baro_Sensors11.csv,20220826.Baro.100hz_Baro_Sensors11.csv,2022/07/23 08:00:00,2022/07/23 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
44,20220826\100hz\100hz_Sensors_100Hz11.csv,20220826.100hz.100hz_Sensors_100Hz11.csv,2022/07/23 08:00:00,2022/07/23 12:00:00,4.0,1439752,1439752.0,100.000095368,1439752,2.0,True,False,True
45,20220826\20hz\20hz_Sensors_20Hz11.csv,20220826.20hz.20hz_Sensors_20Hz11.csv,2022/07/23 08:00:00,2022/07/23 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
46,20220826\20hz\20hz_Sensors_1Sec11.csv,20220826.20hz.20hz_Sensors_1Sec11.csv,2022/07/23 08:00:01,2022/07/23 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
48,20220826\20hz\20hz_Sensors_20Hz12.csv,20220826.20hz.20hz_Sensors_20Hz12.csv,2022/07/23 12:00:00,2022/07/23 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
47,20220826\100hz\100hz_Sensors_100Hz12.csv,20220826.100hz.100hz_Sensors_100Hz12.csv,2022/07/23 12:00:00,2022/07/23 16:00:00,4.0,1439703,1439703.0,100.000095368,1439703,3.0,True,False,True
49,20220826\Baro\100hz_Baro_Sensors12.csv,20220826.Baro.100hz_Baro_Sensors12.csv,2022/07/23 12:00:00,2022/07/23 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
50,20220826\20hz\20hz_Sensors_1Sec12.csv,20220826.20hz.20hz_Sensors_1Sec12.csv,2022/07/23 12:00:01,2022/07/23 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
51,20220826\Baro\100hz_Baro_Sensors13.csv,20220826.Baro.100hz_Baro_Sensors13.csv,2022/07/23 16:00:00,2022/07/23 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
52,20220826\20hz\20hz_Sensors_20Hz13.csv,20220826.20hz.20hz_Sensors_20Hz13.csv,2022/07/23 16:00:00,2022/07/23 20:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
53,20220826\100hz\100hz_Sensors_100Hz13.csv,20220826.100hz.100hz_Sensors_100Hz13.csv,2022/07/23 16:00:00,2022/07/23 20:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
54,20220826\20hz\20hz_Sensors_1Sec13.csv,20220826.20hz.20hz_Sensors_1Sec13.csv,2022/07/23 16:00:01,2022/07/23 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
55,20220826\Baro\100hz_Baro_Sensors14.csv,20220826.Baro.100hz_Baro_Sensors14.csv,2022/07/23 20:00:00,2022/07/24 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
56,20220826\20hz\20hz_Sensors_20Hz14.csv,20220826.20hz.20hz_Sensors_20Hz14.csv,2022/07/23 20:00:00,2022/07/24 00:00:00,4.0,287943,287943.0,20.0000190735,287943,3.0,True,False,True
57,20220826\100hz\100hz_Sensors_100Hz14.csv,20220826.100hz.100hz_Sensors_100Hz14.csv,2022/07/23 20:00:00,2022/07/24 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
58,20220826\20hz\20hz_Sensors_1Sec14.csv,20220826.20hz.20hz_Sensors_1Sec14.csv,2022/07/23 20:00:01,2022/07/24 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
59,20220826\Baro\100hz_Baro_Sensors15.csv,20220826.Baro.100hz_Baro_Sensors15.csv,2022/07/24 00:00:00,2022/07/24 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
60,20220826\20hz\20hz_Sensors_20Hz15.csv,20220826.20hz.20hz_Sensors_20Hz15.csv,2022/07/24 00:00:00,2022/07/24 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
61,20220826\100hz\100hz_Sensors_100Hz15.csv,20220826.100hz.100hz_Sensors_100Hz15.csv,2022/07/24 00:00:00,2022/07/24 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
62,20220826\20hz\20hz_Sensors_1Sec15.csv,20220826.20hz.20hz_Sensors_1Sec15.csv,2022/07/24 00:00:01,2022/07/24 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
63,20220826\20hz\20hz_Sensors_20Hz16.csv,20220826.20hz.20hz_Sensors_20Hz16.csv,2022/07/24 04:00:00,2022/07/24 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
64,20220826\Baro\100hz_Baro_Sensors16.csv,20220826.Baro.100hz_Baro_Sensors16.csv,2022/07/24 04:00:00,2022/07/24 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
65,20220826\100hz\100hz_Sensors_100Hz16.csv,20220826.100hz.100hz_Sensors_100Hz16.csv,2022/07/24 04:00:00,2022/07/24 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
66,20220826\20hz\20hz_Sensors_1Sec16.csv,20220826.20hz.20hz_Sensors_1Sec16.csv,2022/07/24 04:00:01,2022/07/24 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
69,20220826\100hz\100hz_Sensors_100Hz17.csv,20220826.100hz.100hz_Sensors_100Hz17.csv,2022/07/24 08:00:00,2022/07/24 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
67,20220826\20hz\20hz_Sensors_20Hz17.csv,20220826.20hz.20hz_Sensors_20Hz17.csv,2022/07/24 08:00:00,2022/07/24 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
68,20220826\Baro\100hz_Baro_Sensors17.csv,20220826.Baro.100hz_Baro_Sensors17.csv,2022/07/24 08:00:00,2022/07/24 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
70,20220826\20hz\20hz_Sensors_1Sec17.csv,20220826.20hz.20hz_Sensors_1Sec17.csv,2022/07/24 08:00:01,2022/07/24 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
71,20220826\20hz\20hz_Sensors_20Hz18.csv,20220826.20hz.20hz_Sensors_20Hz18.csv,2022/07/24 12:00:00,2022/07/24 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
72,20220826\100hz\100hz_Sensors_100Hz18.csv,20220826.100hz.100hz_Sensors_100Hz18.csv,2022/07/24 12:00:00,2022/07/24 16:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
73,20220826\Baro\100hz_Baro_Sensors18.csv,20220826.Baro.100hz_Baro_Sensors18.csv,2022/07/24 12:00:00,2022/07/24 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
74,20220826\20hz\20hz_Sensors_1Sec18.csv,20220826.20hz.20hz_Sensors_1Sec18.csv,2022/07/24 12:00:01,2022/07/24 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
75,20220826\20hz\20hz_Sensors_20Hz19.csv,20220826.20hz.20hz_Sensors_20Hz19.csv,2022/07/24 16:00:00,2022/07/24 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
76,20220826\100hz\100hz_Sensors_100Hz19.csv,20220826.100hz.100hz_Sensors_100Hz19.csv,2022/07/24 16:00:00,2022/07/24 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
77,20220826\Baro\100hz_Baro_Sensors19.csv,20220826.Baro.100hz_Baro_Sensors19.csv,2022/07/24 16:00:00,2022/07/24 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
78,20220826\20hz\20hz_Sensors_1Sec19.csv,20220826.20hz.20hz_Sensors_1Sec19.csv,2022/07/24 16:00:01,2022/07/24 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
79,20220826\100hz\100hz_Sensors_100Hz20.csv,20220826.100hz.100hz_Sensors_100Hz20.csv,2022/07/24 20:00:00,2022/07/25 00:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
80,20220826\Baro\100hz_Baro_Sensors20.csv,20220826.Baro.100hz_Baro_Sensors20.csv,2022/07/24 20:00:00,2022/07/25 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
81,20220826\20hz\20hz_Sensors_20Hz20.csv,20220826.20hz.20hz_Sensors_20Hz20.csv,2022/07/24 20:00:00,2022/07/25 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
82,20220826\20hz\20hz_Sensors_1Sec20.csv,20220826.20hz.20hz_Sensors_1Sec20.csv,2022/07/24 20:00:01,2022/07/25 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
84,20220826\100hz\100hz_Sensors_100Hz21.csv,20220826.100hz.100hz_Sensors_100Hz21.csv,2022/07/25 00:00:00,2022/07/25 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
85,20220826\Baro\100hz_Baro_Sensors21.csv,20220826.Baro.100hz_Baro_Sensors21.csv,2022/07/25 00:00:00,2022/07/25 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
83,20220826\20hz\20hz_Sensors_20Hz21.csv,20220826.20hz.20hz_Sensors_20Hz21.csv,2022/07/25 00:00:00,2022/07/25 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
86,20220826\20hz\20hz_Sensors_1Sec21.csv,20220826.20hz.20hz_Sensors_1Sec21.csv,2022/07/25 00:00:01,2022/07/25 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
87,20220826\20hz\20hz_Sensors_20Hz22.csv,20220826.20hz.20hz_Sensors_20Hz22.csv,2022/07/25 04:00:00,2022/07/25 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
88,20220826\Baro\100hz_Baro_Sensors22.csv,20220826.Baro.100hz_Baro_Sensors22.csv,2022/07/25 04:00:00,2022/07/25 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
89,20220826\100hz\100hz_Sensors_100Hz22.csv,20220826.100hz.100hz_Sensors_100Hz22.csv,2022/07/25 04:00:00,2022/07/25 08:00:00,4.0,1439901,1439901.0,100.000095368,1439901,1.0,True,False,True
90,20220826\20hz\20hz_Sensors_1Sec22.csv,20220826.20hz.20hz_Sensors_1Sec22.csv,2022/07/25 04:00:01,2022/07/25 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
93,20220826\Baro\100hz_Baro_Sensors23.csv,20220826.Baro.100hz_Baro_Sensors23.csv,2022/07/25 08:00:00,2022/07/25 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
91,20220826\20hz\20hz_Sensors_20Hz23.csv,20220826.20hz.20hz_Sensors_20Hz23.csv,2022/07/25 08:00:00,2022/07/25 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
92,20220826\100hz\100hz_Sensors_100Hz23.csv,20220826.100hz.100hz_Sensors_100Hz23.csv,2022/07/25 08:00:00,2022/07/25 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
94,20220826\20hz\20hz_Sensors_1Sec23.csv,20220826.20hz.20hz_Sensors_1Sec23.csv,2022/07/25 08:00:01,2022/07/25 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
95,20220826\20hz\20hz_Sensors_20Hz24.csv,20220826.20hz.20hz_Sensors_20Hz24.csv,2022/07/25 12:00:00,2022/07/25 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
96,20220826\100hz\100hz_Sensors_100Hz24.csv,20220826.100hz.100hz_Sensors_100Hz24.csv,2022/07/25 12:00:00,2022/07/25 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
97,20220826\Baro\100hz_Baro_Sensors24.csv,20220826.Baro.100hz_Baro_Sensors24.csv,2022/07/25 12:00:00,2022/07/25 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
98,20220826\20hz\20hz_Sensors_1Sec24.csv,20220826.20hz.20hz_Sensors_1Sec24.csv,2022/07/25 12:00:01,2022/07/25 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
100,20220826\Baro\100hz_Baro_Sensors25.csv,20220826.Baro.100hz_Baro_Sensors25.csv,2022/07/25 16:00:00,2022/07/25 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
99,20220826\20hz\20hz_Sensors_20Hz25.csv,20220826.20hz.20hz_Sensors_20Hz25.csv,2022/07/25 16:00:00,2022/07/25 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
101,20220826\100hz\100hz_Sensors_100Hz25.csv,20220826.100hz.100hz_Sensors_100Hz25.csv,2022/07/25 16:00:00,2022/07/25 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
102,20220826\20hz\20hz_Sensors_1Sec25.csv,20220826.20hz.20hz_Sensors_1Sec25.csv,2022/07/25 16:00:01,2022/07/25 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
103,20220826\100hz\100hz_Sensors_100Hz26.csv,20220826.100hz.100hz_Sensors_100Hz26.csv,2022/07/25 20:00:00,2022/07/26 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
104,20220826\Baro\100hz_Baro_Sensors26.csv,20220826.Baro.100hz_Baro_Sensors26.csv,2022/07/25 20:00:00,2022/07/26 00:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
105,20220826\20hz\20hz_Sensors_20Hz26.csv,20220826.20hz.20hz_Sensors_20Hz26.csv,2022/07/25 20:00:00,2022/07/26 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
106,20220826\20hz\20hz_Sensors_1Sec26.csv,20220826.20hz.20hz_Sensors_1Sec26.csv,2022/07/25 20:00:01,2022/07/26 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
107,20220826\Baro\100hz_Baro_Sensors27.csv,20220826.Baro.100hz_Baro_Sensors27.csv,2022/07/26 00:00:00,2022/07/26 04:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
108,20220826\20hz\20hz_Sensors_20Hz27.csv,20220826.20hz.20hz_Sensors_20Hz27.csv,2022/07/26 00:00:00,2022/07/26 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
109,20220826\100hz\100hz_Sensors_100Hz27.csv,20220826.100hz.100hz_Sensors_100Hz27.csv,2022/07/26 00:00:00,2022/07/26 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
110,20220826\20hz\20hz_Sensors_1Sec27.csv,20220826.20hz.20hz_Sensors_1Sec27.csv,2022/07/26 00:00:01,2022/07/26 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
111,20220826\20hz\20hz_Sensors_20Hz28.csv,20220826.20hz.20hz_Sensors_20Hz28.csv,2022/07/26 04:00:00,2022/07/26 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
112,20220826\100hz\100hz_Sensors_100Hz28.csv,20220826.100hz.100hz_Sensors_100Hz28.csv,2022/07/26 04:00:00,2022/07/26 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
113,20220826\Baro\100hz_Baro_Sensors28.csv,20220826.Baro.100hz_Baro_Sensors28.csv,2022/07/26 04:00:00,2022/07/26 08:00:00,4.0,1440008,1440008.0,100.000095368,1440008,1.0,True,False,True
114,20220826\20hz\20hz_Sensors_1Sec28.csv,20220826.20hz.20hz_Sensors_1Sec28.csv,2022/07/26 04:00:01,2022/07/26 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
115,20220826\20hz\20hz_Sensors_20Hz29.csv,20220826.20hz.20hz_Sensors_20Hz29.csv,2022/07/26 08:00:00,2022/07/26 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
116,20220826\100hz\100hz_Sensors_100Hz29.csv,20220826.100hz.100hz_Sensors_100Hz29.csv,2022/07/26 08:00:00,2022/07/26 12:00:00,4.0,1439901,1439901.0,100.000095368,1439901,1.0,True,False,True
117,20220826\Baro\100hz_Baro_Sensors29.csv,20220826.Baro.100hz_Baro_Sensors29.csv,2022/07/26 08:00:00,2022/07/26 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
118,20220826\20hz\20hz_Sensors_1Sec29.csv,20220826.20hz.20hz_Sensors_1Sec29.csv,2022/07/26 08:00:01,2022/07/26 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
119,20220826\20hz\20hz_Sensors_20Hz30.csv,20220826.20hz.20hz_Sensors_20Hz30.csv,2022/07/26 12:00:00,2022/07/26 16:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
120,20220826\Baro\100hz_Baro_Sensors30.csv,20220826.Baro.100hz_Baro_Sensors30.csv,2022/07/26 12:00:00,2022/07/26 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
121,20220826\100hz\100hz_Sensors_100Hz30.csv,20220826.100hz.100hz_Sensors_100Hz30.csv,2022/07/26 12:00:00,2022/07/26 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
122,20220826\20hz\20hz_Sensors_1Sec30.csv,20220826.20hz.20hz_Sensors_1Sec30.csv,2022/07/26 12:00:01,2022/07/26 16:00:00,4.0,14400,14400.0,1.0,14400,2.0,True,False,True
123,20220826\Baro\100hz_Baro_Sensors31.csv,20220826.Baro.100hz_Baro_Sensors31.csv,2022/07/26 16:00:00,2022/07/26 20:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
