,sourcefile,outputfile,starttime,endtime,hours,npts,nRECS,Fs,numValidTimes,numTimeSkips,passed,SDS,miniseed
334,20220826\20hz\20hz_Sensors_20Hz85.csv,20220826.20hz.20hz_Sensors_20Hz85.csv,2022/08/04 16:00:00,2022/08/04 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
335,20220826\20hz\20hz_Sensors_1Sec85.csv,20220826.20hz.20hz_Sensors_1Sec85.csv,2022/08/04 16:00:01,2022/08/04 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
337,20220826\20hz\20hz_Sensors_20Hz86.csv,20220826.20hz.20hz_Sensors_20Hz86.csv,2022/08/04 20:00:00,2022/08/05 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
336,20220826\Baro\100hz_Baro_Sensors86.csv,20220826.Baro.100hz_Baro_Sensors86.csv,2022/08/04 20:00:00,2022/08/05 00:00:00,4.0,1439994,1439994.0,100.000095368,1439994,2.0,True,True,True
338,20220826\20hz\20hz_Sensors_1Sec86.csv,20220826.20hz.20hz_Sensors_1Sec86.csv,2022/08/04 20:00:01,2022/08/05 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
340,20220826\Baro\100hz_Baro_Sensors87.csv,20220826.Baro.100hz_Baro_Sensors87.csv,2022/08/05 00:00:00,2022/08/05 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
339,20220826\20hz\20hz_Sensors_20Hz87.csv,20220826.20hz.20hz_Sensors_20Hz87.csv,2022/08/05 00:00:00,2022/08/05 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
341,20220826\20hz\20hz_Sensors_1Sec87.csv,20220826.20hz.20hz_Sensors_1Sec87.csv,2022/08/05 00:00:01,2022/08/05 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
342,20220826\20hz\20hz_Sensors_20Hz88.csv,20220826.20hz.20hz_Sensors_20Hz88.csv,2022/08/05 04:00:00,2022/08/05 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
343,20220826\Baro\100hz_Baro_Sensors88.csv,20220826.Baro.100hz_Baro_Sensors88.csv,2022/08/05 04:00:00,2022/08/05 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
344,20220826\20hz\20hz_Sensors_1Sec88.csv,20220826.20hz.20hz_Sensors_1Sec88.csv,2022/08/05 04:00:01,2022/08/05 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
345,20220826\20hz\20hz_Sensors_20Hz89.csv,20220826.20hz.20hz_Sensors_20Hz89.csv,2022/08/05 08:00:00,2022/08/05 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
346,20220826\Baro\100hz_Baro_Sensors89.csv,20220826.Baro.100hz_Baro_Sensors89.csv,2022/08/05 08:00:00,2022/08/05 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
347,20220826\20hz\20hz_Sensors_1Sec89.csv,20220826.20hz.20hz_Sensors_1Sec89.csv,2022/08/05 08:00:01,2022/08/05 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
348,20220826\Baro\100hz_Baro_Sensors90.csv,20220826.Baro.100hz_Baro_Sensors90.csv,2022/08/05 12:00:00,2022/08/05 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
349,20220826\20hz\20hz_Sensors_20Hz90.csv,20220826.20hz.20hz_Sensors_20Hz90.csv,2022/08/05 12:00:00,2022/08/05 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
350,20220826\20hz\20hz_Sensors_1Sec90.csv,20220826.20hz.20hz_Sensors_1Sec90.csv,2022/08/05 12:00:01,2022/08/05 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
351,20220826\20hz\20hz_Sensors_20Hz91.csv,20220826.20hz.20hz_Sensors_20Hz91.csv,2022/08/05 16:00:00,2022/08/05 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
352,20220826\Baro\100hz_Baro_Sensors91.csv,20220826.Baro.100hz_Baro_Sensors91.csv,2022/08/05 16:00:00,2022/08/05 20:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
353,20220826\20hz\20hz_Sensors_1Sec91.csv,20220826.20hz.20hz_Sensors_1Sec91.csv,2022/08/05 16:00:01,2022/08/05 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
354,20220826\20hz\20hz_Sensors_20Hz92.csv,20220826.20hz.20hz_Sensors_20Hz92.csv,2022/08/05 20:00:00,2022/08/06 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
355,20220826\Baro\100hz_Baro_Sensors92.csv,20220826.Baro.100hz_Baro_Sensors92.csv,2022/08/05 20:00:00,2022/08/06 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
356,20220826\20hz\20hz_Sensors_1Sec92.csv,20220826.20hz.20hz_Sensors_1Sec92.csv,2022/08/05 20:00:01,2022/08/06 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
357,20220826\20hz\20hz_Sensors_20Hz93.csv,20220826.20hz.20hz_Sensors_20Hz93.csv,2022/08/06 00:00:00,2022/08/06 04:00:00,4.0,287961,287961.0,20.0000190735,287961,2.0,True,False,True
358,20220826\Baro\100hz_Baro_Sensors93.csv,20220826.Baro.100hz_Baro_Sensors93.csv,2022/08/06 00:00:00,2022/08/06 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
359,20220826\20hz\20hz_Sensors_1Sec93.csv,20220826.20hz.20hz_Sensors_1Sec93.csv,2022/08/06 00:00:01,2022/08/06 04:00:00,4.0,14399,14399.0,1.0,14399,2.0,True,True,True
360,20220826\Baro\100hz_Baro_Sensors94.csv,20220826.Baro.100hz_Baro_Sensors94.csv,2022/08/06 04:00:00,2022/08/06 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
361,20220826\20hz\20hz_Sensors_20Hz94.csv,20220826.20hz.20hz_Sensors_20Hz94.csv,2022/08/06 04:00:00,2022/08/06 08:00:00,4.0,287982,287982.0,20.0000190735,287982,2.0,True,False,True
362,20220826\20hz\20hz_Sensors_1Sec94.csv,20220826.20hz.20hz_Sensors_1Sec94.csv,2022/08/06 04:00:01,2022/08/06 08:00:00,4.0,14401,14401.0,1.0,14401,1.0,True,False,True
363,20220826\Baro\100hz_Baro_Sensors95.csv,20220826.Baro.100hz_Baro_Sensors95.csv,2022/08/06 08:00:00,2022/08/06 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
364,20220826\20hz\20hz_Sensors_20Hz95.csv,20220826.20hz.20hz_Sensors_20Hz95.csv,2022/08/06 08:00:00,2022/08/06 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
365,20220826\20hz\20hz_Sensors_1Sec95.csv,20220826.20hz.20hz_Sensors_1Sec95.csv,2022/08/06 08:00:01,2022/08/06 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
366,20220826\Baro\100hz_Baro_Sensors96.csv,20220826.Baro.100hz_Baro_Sensors96.csv,2022/08/06 12:00:00,2022/08/06 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
367,20220826\20hz\20hz_Sensors_20Hz96.csv,20220826.20hz.20hz_Sensors_20Hz96.csv,2022/08/06 12:00:00,2022/08/06 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
368,20220826\20hz\20hz_Sensors_1Sec96.csv,20220826.20hz.20hz_Sensors_1Sec96.csv,2022/08/06 12:00:01,2022/08/06 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
369,20220826\20hz\20hz_Sensors_20Hz97.csv,20220826.20hz.20hz_Sensors_20Hz97.csv,2022/08/06 16:00:00,2022/08/06 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
370,20220826\Baro\100hz_Baro_Sensors97.csv,20220826.Baro.100hz_Baro_Sensors97.csv,2022/08/06 16:00:00,2022/08/06 20:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
371,20220826\20hz\20hz_Sensors_1Sec97.csv,20220826.20hz.20hz_Sensors_1Sec97.csv,2022/08/06 16:00:01,2022/08/06 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
373,20220826\Baro\100hz_Baro_Sensors98.csv,20220826.Baro.100hz_Baro_Sensors98.csv,2022/08/06 20:00:00,2022/08/07 00:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
372,20220826\20hz\20hz_Sensors_20Hz98.csv,20220826.20hz.20hz_Sensors_20Hz98.csv,2022/08/06 20:00:00,2022/08/07 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
374,20220826\20hz\20hz_Sensors_1Sec98.csv,20220826.20hz.20hz_Sensors_1Sec98.csv,2022/08/06 20:00:01,2022/08/07 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
375,20220826\20hz\20hz_Sensors_20Hz99.csv,20220826.20hz.20hz_Sensors_20Hz99.csv,2022/08/07 00:00:00,2022/08/07 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
376,20220826\Baro\100hz_Baro_Sensors99.csv,20220826.Baro.100hz_Baro_Sensors99.csv,2022/08/07 00:00:00,2022/08/07 04:00:00,4.0,1440005,1440005.0,100.000095368,1440005,3.0,True,False,True
377,20220826\20hz\20hz_Sensors_1Sec99.csv,20220826.20hz.20hz_Sensors_1Sec99.csv,2022/08/07 00:00:01,2022/08/07 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
378,20220826\20hz\20hz_Sensors_20Hz100.csv,20220826.20hz.20hz_Sensors_20Hz100.csv,2022/08/07 04:00:00,2022/08/07 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
379,20220826\Baro\100hz_Baro_Sensors100.csv,20220826.Baro.100hz_Baro_Sensors100.csv,2022/08/07 04:00:00,2022/08/07 08:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
380,20220826\20hz\20hz_Sensors_1Sec100.csv,20220826.20hz.20hz_Sensors_1Sec100.csv,2022/08/07 04:00:01,2022/08/07 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
381,20220826\Baro\100hz_Baro_Sensors101.csv,20220826.Baro.100hz_Baro_Sensors101.csv,2022/08/07 08:00:00,2022/08/07 12:00:00,4.0,1440008,1440008.0,100.000095368,1440008,1.0,True,False,True
382,20220826\20hz\20hz_Sensors_20Hz101.csv,20220826.20hz.20hz_Sensors_20Hz101.csv,2022/08/07 08:00:00,2022/08/07 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
383,20220826\20hz\20hz_Sensors_1Sec101.csv,20220826.20hz.20hz_Sensors_1Sec101.csv,2022/08/07 08:00:01,2022/08/07 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
384,20220826\20hz\20hz_Sensors_20Hz102.csv,20220826.20hz.20hz_Sensors_20Hz102.csv,2022/08/07 12:00:00,2022/08/07 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
385,20220826\Baro\100hz_Baro_Sensors102.csv,20220826.Baro.100hz_Baro_Sensors102.csv,2022/08/07 12:00:00,2022/08/07 16:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
386,20220826\20hz\20hz_Sensors_1Sec102.csv,20220826.20hz.20hz_Sensors_1Sec102.csv,2022/08/07 12:00:01,2022/08/07 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
387,20220826\Baro\100hz_Baro_Sensors103.csv,20220826.Baro.100hz_Baro_Sensors103.csv,2022/08/07 16:00:00,2022/08/07 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
388,20220826\20hz\20hz_Sensors_20Hz103.csv,20220826.20hz.20hz_Sensors_20Hz103.csv,2022/08/07 16:00:00,2022/08/07 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
389,20220826\20hz\20hz_Sensors_1Sec103.csv,20220826.20hz.20hz_Sensors_1Sec103.csv,2022/08/07 16:00:01,2022/08/07 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
390,20220826\Baro\100hz_Baro_Sensors104.csv,20220826.Baro.100hz_Baro_Sensors104.csv,2022/08/07 20:00:00,2022/08/08 00:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
391,20220826\20hz\20hz_Sensors_20Hz104.csv,20220826.20hz.20hz_Sensors_20Hz104.csv,2022/08/07 20:00:00,2022/08/08 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
392,20220826\20hz\20hz_Sensors_1Sec104.csv,20220826.20hz.20hz_Sensors_1Sec104.csv,2022/08/07 20:00:01,2022/08/08 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
393,20220826\Baro\100hz_Baro_Sensors105.csv,20220826.Baro.100hz_Baro_Sensors105.csv,2022/08/08 00:00:00,2022/08/08 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
394,20220826\20hz\20hz_Sensors_20Hz105.csv,20220826.20hz.20hz_Sensors_20Hz105.csv,2022/08/08 00:00:00,2022/08/08 04:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
395,20220826\20hz\20hz_Sensors_1Sec105.csv,20220826.20hz.20hz_Sensors_1Sec105.csv,2022/08/08 00:00:01,2022/08/08 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
396,20220826\20hz\20hz_Sensors_20Hz106.csv,20220826.20hz.20hz_Sensors_20Hz106.csv,2022/08/08 04:00:00,2022/08/08 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
397,20220826\Baro\100hz_Baro_Sensors106.csv,20220826.Baro.100hz_Baro_Sensors106.csv,2022/08/08 04:00:00,2022/08/08 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
398,20220826\20hz\20hz_Sensors_1Sec106.csv,20220826.20hz.20hz_Sensors_1Sec106.csv,2022/08/08 04:00:01,2022/08/08 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
399,20220826\20hz\20hz_Sensors_20Hz107.csv,20220826.20hz.20hz_Sensors_20Hz107.csv,2022/08/08 08:00:00,2022/08/08 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
400,20220826\Baro\100hz_Baro_Sensors107.csv,20220826.Baro.100hz_Baro_Sensors107.csv,2022/08/08 08:00:00,2022/08/08 12:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
401,20220826\20hz\20hz_Sensors_1Sec107.csv,20220826.20hz.20hz_Sensors_1Sec107.csv,2022/08/08 08:00:01,2022/08/08 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
402,20220826\20hz\20hz_Sensors_20Hz108.csv,20220826.20hz.20hz_Sensors_20Hz108.csv,2022/08/08 12:00:00,2022/08/08 16:00:00,4.0,287981,287981.0,20.0000190735,287981,1.0,True,False,True
403,20220826\Baro\100hz_Baro_Sensors108.csv,20220826.Baro.100hz_Baro_Sensors108.csv,2022/08/08 12:00:00,2022/08/08 16:00:00,4.0,1439997,1439997.0,100.000095368,1439997,2.0,True,True,True
404,20220826\20hz\20hz_Sensors_1Sec108.csv,20220826.20hz.20hz_Sensors_1Sec108.csv,2022/08/08 12:00:01,2022/08/08 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
406,20220826\Baro\100hz_Baro_Sensors109.csv,20220826.Baro.100hz_Baro_Sensors109.csv,2022/08/08 16:00:00,2022/08/08 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
405,20220826\20hz\20hz_Sensors_20Hz109.csv,20220826.20hz.20hz_Sensors_20Hz109.csv,2022/08/08 16:00:00,2022/08/08 20:00:00,4.0,287981,287981.0,20.0000190735,287981,1.0,True,False,True
407,20220826\20hz\20hz_Sensors_1Sec109.csv,20220826.20hz.20hz_Sensors_1Sec109.csv,2022/08/08 16:00:01,2022/08/08 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
409,20220826\Baro\100hz_Baro_Sensors110.csv,20220826.Baro.100hz_Baro_Sensors110.csv,2022/08/08 20:00:00,2022/08/09 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
408,20220826\20hz\20hz_Sensors_20Hz110.csv,20220826.20hz.20hz_Sensors_20Hz110.csv,2022/08/08 20:00:00,2022/08/09 00:00:00,4.0,287981,287981.0,20.0000190735,287981,1.0,True,False,True
410,20220826\20hz\20hz_Sensors_1Sec110.csv,20220826.20hz.20hz_Sensors_1Sec110.csv,2022/08/08 20:00:01,2022/08/09 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
411,20220826\20hz\20hz_Sensors_20Hz111.csv,20220826.20hz.20hz_Sensors_20Hz111.csv,2022/08/09 00:00:00,2022/08/09 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
412,20220826\Baro\100hz_Baro_Sensors111.csv,20220826.Baro.100hz_Baro_Sensors111.csv,2022/08/09 00:00:00,2022/08/09 04:00:00,4.0,1440001,1440001.0,100.000095368,1440001,3.0,True,False,True
413,20220826\20hz\20hz_Sensors_1Sec111.csv,20220826.20hz.20hz_Sensors_1Sec111.csv,2022/08/09 00:00:01,2022/08/09 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
414,20220826\20hz\20hz_Sensors_20Hz112.csv,20220826.20hz.20hz_Sensors_20Hz112.csv,2022/08/09 04:00:00,2022/08/09 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
415,20220826\Baro\100hz_Baro_Sensors112.csv,20220826.Baro.100hz_Baro_Sensors112.csv,2022/08/09 04:00:00,2022/08/09 08:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
416,20220826\20hz\20hz_Sensors_1Sec112.csv,20220826.20hz.20hz_Sensors_1Sec112.csv,2022/08/09 04:00:01,2022/08/09 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
417,20220826\20hz\20hz_Sensors_20Hz113.csv,20220826.20hz.20hz_Sensors_20Hz113.csv,2022/08/09 08:00:00,2022/08/09 12:00:00,4.0,287886,287886.0,20.0000190735,287886,6.0,True,False,True
418,20220826\Baro\100hz_Baro_Sensors113.csv,20220826.Baro.100hz_Baro_Sensors113.csv,2022/08/09 08:00:00,2022/08/09 12:00:00,4.0,1440008,1440008.0,100.000095368,1440008,1.0,True,False,True
419,20220826\20hz\20hz_Sensors_1Sec113.csv,20220826.20hz.20hz_Sensors_1Sec113.csv,2022/08/09 08:00:01,2022/08/09 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
420,20220826\20hz\20hz_Sensors_20Hz114.csv,20220826.20hz.20hz_Sensors_20Hz114.csv,2022/08/09 12:00:00,2022/08/09 16:00:00,4.0,287924,287924.0,20.0000190735,287924,4.0,True,False,True
421,20220826\Baro\100hz_Baro_Sensors114.csv,20220826.Baro.100hz_Baro_Sensors114.csv,2022/08/09 12:00:00,2022/08/09 16:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
422,20220826\20hz\20hz_Sensors_1Sec114.csv,20220826.20hz.20hz_Sensors_1Sec114.csv,2022/08/09 12:00:01,2022/08/09 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,False,True
423,20220826\Baro\100hz_Baro_Sensors115.csv,20220826.Baro.100hz_Baro_Sensors115.csv,2022/08/09 16:00:00,2022/08/09 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
424,20220826\20hz\20hz_Sensors_20Hz115.csv,20220826.20hz.20hz_Sensors_20Hz115.csv,2022/08/09 16:00:00,2022/08/09 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
425,20220826\20hz\20hz_Sensors_1Sec115.csv,20220826.20hz.20hz_Sensors_1Sec115.csv,2022/08/09 16:00:01,2022/08/09 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
426,20220826\Baro\100hz_Baro_Sensors116.csv,20220826.Baro.100hz_Baro_Sensors116.csv,2022/08/09 20:00:00,2022/08/10 00:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
427,20220826\20hz\20hz_Sensors_20Hz116.csv,20220826.20hz.20hz_Sensors_20Hz116.csv,2022/08/09 20:00:00,2022/08/10 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
428,20220826\20hz\20hz_Sensors_1Sec116.csv,20220826.20hz.20hz_Sensors_1Sec116.csv,2022/08/09 20:00:01,2022/08/10 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
429,20220826\Baro\100hz_Baro_Sensors117.csv,20220826.Baro.100hz_Baro_Sensors117.csv,2022/08/10 00:00:00,2022/08/10 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
430,20220826\20hz\20hz_Sensors_20Hz117.csv,20220826.20hz.20hz_Sensors_20Hz117.csv,2022/08/10 00:00:00,2022/08/10 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
431,20220826\20hz\20hz_Sensors_1Sec117.csv,20220826.20hz.20hz_Sensors_1Sec117.csv,2022/08/10 00:00:01,2022/08/10 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
432,20220826\Baro\100hz_Baro_Sensors118.csv,20220826.Baro.100hz_Baro_Sensors118.csv,2022/08/10 04:00:00,2022/08/10 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
433,20220826\20hz\20hz_Sensors_20Hz118.csv,20220826.20hz.20hz_Sensors_20Hz118.csv,2022/08/10 04:00:00,2022/08/10 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
434,20220826\20hz\20hz_Sensors_1Sec118.csv,20220826.20hz.20hz_Sensors_1Sec118.csv,2022/08/10 04:00:01,2022/08/10 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
435,20220826\20hz\20hz_Sensors_20Hz119.csv,20220826.20hz.20hz_Sensors_20Hz119.csv,2022/08/10 08:00:00,2022/08/10 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
436,20220826\Baro\100hz_Baro_Sensors119.csv,20220826.Baro.100hz_Baro_Sensors119.csv,2022/08/10 08:00:00,2022/08/10 12:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
437,20220826\20hz\20hz_Sensors_1Sec119.csv,20220826.20hz.20hz_Sensors_1Sec119.csv,2022/08/10 08:00:01,2022/08/10 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
438,20220826\20hz\20hz_Sensors_20Hz120.csv,20220826.20hz.20hz_Sensors_20Hz120.csv,2022/08/10 12:00:00,2022/08/10 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
439,20220826\Baro\100hz_Baro_Sensors120.csv,20220826.Baro.100hz_Baro_Sensors120.csv,2022/08/10 12:00:00,2022/08/10 16:00:00,4.0,1439995,1439995.0,100.000095368,1439995,4.0,True,True,True
440,20220826\20hz\20hz_Sensors_1Sec120.csv,20220826.20hz.20hz_Sensors_1Sec120.csv,2022/08/10 12:00:01,2022/08/10 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
441,20220826\20hz\20hz_Sensors_20Hz121.csv,20220826.20hz.20hz_Sensors_20Hz121.csv,2022/08/10 16:00:00,2022/08/10 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
442,20220826\Baro\100hz_Baro_Sensors121.csv,20220826.Baro.100hz_Baro_Sensors121.csv,2022/08/10 16:00:00,2022/08/10 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
443,20220826\20hz\20hz_Sensors_1Sec121.csv,20220826.20hz.20hz_Sensors_1Sec121.csv,2022/08/10 16:00:01,2022/08/10 20:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
444,20220826\20hz\20hz_Sensors_20Hz122.csv,20220826.20hz.20hz_Sensors_20Hz122.csv,2022/08/10 20:00:00,2022/08/11 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
445,20220826\Baro\100hz_Baro_Sensors122.csv,20220826.Baro.100hz_Baro_Sensors122.csv,2022/08/10 20:00:00,2022/08/11 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
446,20220826\20hz\20hz_Sensors_1Sec122.csv,20220826.20hz.20hz_Sensors_1Sec122.csv,2022/08/10 20:00:01,2022/08/11 00:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
447,20220826\Baro\100hz_Baro_Sensors123.csv,20220826.Baro.100hz_Baro_Sensors123.csv,2022/08/11 00:00:00,2022/08/11 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
448,20220826\20hz\20hz_Sensors_20Hz123.csv,20220826.20hz.20hz_Sensors_20Hz123.csv,2022/08/11 00:00:00,2022/08/11 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
449,20220826\20hz\20hz_Sensors_1Sec123.csv,20220826.20hz.20hz_Sensors_1Sec123.csv,2022/08/11 00:00:01,2022/08/11 04:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
450,20220826\Baro\100hz_Baro_Sensors124.csv,20220826.Baro.100hz_Baro_Sensors124.csv,2022/08/11 04:00:00,2022/08/11 08:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
451,20220826\20hz\20hz_Sensors_20Hz124.csv,20220826.20hz.20hz_Sensors_20Hz124.csv,2022/08/11 04:00:00,2022/08/11 08:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
452,20220826\20hz\20hz_Sensors_1Sec124.csv,20220826.20hz.20hz_Sensors_1Sec124.csv,2022/08/11 04:00:01,2022/08/11 08:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
453,20220826\20hz\20hz_Sensors_20Hz125.csv,20220826.20hz.20hz_Sensors_20Hz125.csv,2022/08/11 08:00:00,2022/08/11 12:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
454,20220826\Baro\100hz_Baro_Sensors125.csv,20220826.Baro.100hz_Baro_Sensors125.csv,2022/08/11 08:00:00,2022/08/11 12:00:00,4.0,1439998,1439998.0,100.000095368,1439998,2.0,True,True,True
455,20220826\20hz\20hz_Sensors_1Sec125.csv,20220826.20hz.20hz_Sensors_1Sec125.csv,2022/08/11 08:00:01,2022/08/11 12:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
456,20220826\20hz\20hz_Sensors_20Hz126.csv,20220826.20hz.20hz_Sensors_20Hz126.csv,2022/08/11 12:00:00,2022/08/11 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
457,20220826\Baro\100hz_Baro_Sensors126.csv,20220826.Baro.100hz_Baro_Sensors126.csv,2022/08/11 12:00:00,2022/08/11 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
458,20220826\20hz\20hz_Sensors_1Sec126.csv,20220826.20hz.20hz_Sensors_1Sec126.csv,2022/08/11 12:00:01,2022/08/11 16:00:00,4.0,14400,14400.0,1.0,14400,0.0,True,True,True
