eventNumber,firstArrivalDatenum,lastArrivalDatenum,firstArrivalEpochS,lastArrivalEpochS,firstArrivalUTC,lastArrivalUTC,meanCorr,stdCorr,meanSecsDiff,stdSecsDiff,bestBackAzimuthDeg,bestSoundSpeedMps,apparentSpeedMps,apparentSpeedErrorMps,reducedPressure1Pa,reducedPressure2Pa,reducedPressure3Pa,infrasoundEnergyJ,seismicEnergyJ,snr1,snr2,snr3,nAssociatedPicks,nNPhasePicks,nInfrasoundChannelPicks,nSeismicChannelPicks
18,736574.546863287,736574.546864306,1472735248.988,1472735249.076,2016-09-01T13:07:28.988,2016-09-01T13:07:29.076,0.882150354865482,0.0691587983611326,6.93889390390723e-18,0.0737129567986524,202.8,353.008132102951,432.932526144493,113.911106980206,389.121060628792,432.029970841398,403.54707312566,43059677.0892484,535963.011398292,4.40357986714749,4.81804591335349,4.55141262132789,3,3,3,0
19,736574.546880231,736574.54688125,1472735250.452,1472735250.54,2016-09-01T13:07:30.452,2016-09-01T13:07:30.540,0.917798955952564,0.0420668133639327,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,362.518566766848,400.3674438892,403.789446173055,34814417.7264072,701251.122010312,5.20261599919197,5.16217298509834,5.3310895768789,4,4,3,1
20,736574.546907407,736574.546908426,1472735252.8,1472735252.888,2016-09-01T13:07:32.800,2016-09-01T13:07:32.888,0.915040300036078,0.0264097449159538,6.93889390390723e-18,0.0753870015320944,202.9,344.711347241456,426.975537654406,118.91383970364,248.001688659922,253.014635077754,254.355259814122,10371914.5420211,87064.3290885893,6.26943120241033,6.1866153657902,6.07835946246368,4,4,3,1
21,736574.546926308,736574.546927384,1472735254.433,1472735254.526,2016-09-01T13:07:34.433,2016-09-01T13:07:34.526,0.790424102605061,0.0451869632212294,6.93889390390723e-18,0.0755989417915357,200.1,349.518061184628,362.534079136248,21.0820864748052,67.9466319254714,63.2399951708901,65.0576509131385,549291.433173788,40358.522810311,5.71951867453836,6.17448161158499,6.42850829897571,3,3,3,0
22,736574.546972037,736574.546973148,1472735258.384,1472735258.48,2016-09-01T13:07:38.384,2016-09-01T13:07:38.480,0.655091426579853,0.194754686305883,6.93889390390723e-18,0.0753870015320944,202.9,344.711347241456,426.975537654406,118.91383970364,84.2145424027318,97.9698014447205,103.453671632822,909931.546784746,37782.4883320722,4.81703887167866,8.14919609756192,7.54395311566107,4,4,3,1
23,736574.546979491,736574.546980463,1472735259.028,1472735259.112,2016-09-01T13:07:39.028,2016-09-01T13:07:39.112,0.712297175883932,0.130898432577317,6.93889390390723e-18,0.0753870015320944,202.9,344.711347241456,426.975537654406,118.91383970364,61.1802529905342,53.014339945193,54.4090722473778,355227.806705111,10763.0029320724,5.59273418100834,7.36636373880188,7.23747403309188,3,3,3,0
24,736574.547012315,736574.547013333,1472735261.864,1472735261.952,2016-09-01T13:07:41.864,2016-09-01T13:07:41.952,0.836812558881855,0.0951292041761618,6.93889390390723e-18,0.0753870015320944,202.9,344.711347241456,426.975537654406,118.91383970364,95.6864338025184,104.302186174414,110.599119036548,959438.274997705,25742.6265142043,6.55292744743129,8.44548331327276,8.40736155025028,5,4,3,2
25,736574.547016574,736574.547017731,1472735262.232,1472735262.332,2016-09-01T13:07:42.232,2016-09-01T13:07:42.332,0.652547833002681,0.165926761794867,0.000666666666666674,0.0408248290463863,197.8,665.374487838689,632.054070977632,47.3296358173383,49.0139537145836,40.6267008724525,38.1402089124858,362096.605491084,12986.2838506134,3.28973278654625,4.51448914884972,4.13474810188502,3,3,3,0
26,736574.547056343,736574.547056725,1472735265.668,1472735265.701,2016-09-01T13:07:45.668,2016-09-01T13:07:45.701,0.459266829109512,0.177386042193483,-0.062,0.0498798556533597,167.9,820.094934472196,222.568236186294,401.643120364051,33.9779862432564,28.5063231876746,26.7274858464148,76034.694632736,4138.55833023517,3.40262112871358,7.25609405168687,6.02890155613857,4,3,2,2
27,736574.547079826,736574.547080833,1472735267.697,1472735267.784,2016-09-01T13:07:47.697,2016-09-01T13:07:47.784,0.80365932333552,0.118504375687856,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,73.0566934788344,74.0903046854619,76.2073921904609,1079298.62148207,10992.2475674198,4.31748579413374,5.88804425901982,5.84927794711387,4,4,3,1
28,736574.547090926,736574.547090972,1472735268.656,1472735268.66,2016-09-01T13:07:48.656,2016-09-01T13:07:48.660,0.627117159257283,0.167277025738593,-0.05,0.0413956519455848,59.4,442.956476888816,79.1629577004574,439.904983357772,30.41579681004,38.6723659619532,39.545875605068,278560.582213172,3226.78693422601,2.85598760441198,4.81043114390306,4.63947793026482,2,2,2,0
29,736574.547136331,736574.547137268,1472735272.579,1472735272.66,2016-09-01T13:07:52.579,2016-09-01T13:07:52.660,0.592328138359463,0.127494779805271,-0.0106666666666667,0.089787898219452,203.3,314.073297004079,405.700578761237,149.534299447063,67.4088489803882,77.4481070853568,127.370951786435,1494574.91086709,14318.3179689467,3.79706045467387,6.50084493341823,4.18875295753093,6,4,3,3
30,736574.547176898,736574.547177315,1472735276.084,1472735276.12,2016-09-01T13:07:56.084,2016-09-01T13:07:56.120,0.619788271650407,0.186747779035014,-0.05,0.107532320722655,148.2,630.617469354393,191.127615939258,610.569458963625,33.4667785596522,32.6702887617205,34.2022342925628,240591.556408831,1958.58077033794,2.40473137237659,4.77586911863448,5.22120062666923,4,3,2,2
31,736574.547198657,736574.54719963,1472735277.964,1472735278.048,2016-09-01T13:07:57.964,2016-09-01T13:07:58.048,0.704459959003441,0.10573920935566,0.000666666666666674,0.0745511010426182,202.9,347.726327660513,429.95403189945,116.485048383133,73.0444793597188,69.4084415506796,69.0225460250969,760843.265676567,4934.7709342648,5.6667837437066,7.37968434074445,4.08150549392023,5,4,3,2
