eventNumber,firstArrivalDatenum,lastArrivalDatenum,firstArrivalEpochS,lastArrivalEpochS,firstArrivalUTC,lastArrivalUTC,meanCorr,stdCorr,meanSecsDiff,stdSecsDiff,bestBackAzimuthDeg,bestSoundSpeedMps,apparentSpeedMps,apparentSpeedErrorMps,reducedPressure1Pa,reducedPressure2Pa,reducedPressure3Pa,infrasoundEnergyJ,seismicEnergyJ,snr1,snr2,snr3,nAssociatedPicks,nNPhasePicks,nInfrasoundChannelPicks,nSeismicChannelPicks
32,736574.547333241,736574.547334259,1472735289.592,1472735289.68,2016-09-01T13:08:09.592,2016-09-01T13:08:09.680,0.762940349256523,0.119914023407734,6.93889390390723e-18,0.0737129567986524,202.8,353.008132102951,432.932526144493,113.911106980206,98.6777335853844,98.0982901105557,101.903386745869,1130176.25788912,20657.409608157,6.48532532537458,8.33303558085997,6.3861868278768,6,4,3,3
33,736574.547433241,736574.547434352,1472735298.232,1472735298.328,2016-09-01T13:08:18.232,2016-09-01T13:08:18.328,0.750997883912025,0.103645730501863,6.93889390390723e-18,0.0737129567986524,202.8,353.008132102951,432.932526144493,113.911106980206,82.9014131069028,69.3027121618694,79.7005092954921,473747.02012219,7628.8197737084,5.67295301886424,7.96452645641753,8.90803430595242,6,4,3,3
34,736574.547484444,736574.547485694,1472735302.656,1472735302.764,2016-09-01T13:08:22.656,2016-09-01T13:08:22.764,0.874799983008214,0.0562242234372538,6.93889390390723e-18,0.0746619046100486,202,345.660989605059,397.733302640371,90.5366209560829,86.4274495524226,73.1092530237254,70.3702052540598,1179425.41282189,3613.38003082035,5.8165331426146,5.5168899429697,5.3688467611205,6,4,3,3
35,736574.547791528,736574.547791574,1472735329.188,1472735329.192,2016-09-01T13:08:49.188,2016-09-01T13:08:49.192,0.533616278457375,0.127955961816818,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,35.7142787577459,34.5434365859861,34.766713520498,245677.723052283,2299.85833421912,2.64343487378304,5.05811594891256,4.45856522329615,3,2,2,1
36,736574.548001354,736574.548001458,1472735347.317,1472735347.326,2016-09-01T13:09:07.317,2016-09-01T13:09:07.326,0.491364916293579,0.211730219298053,0.0413333333333333,0.0927333093697549,197.2,311.931896627001,280.578945493227,213.697562792173,42.1370047241947,28.7554295425501,30.8713519031263,143832.882670992,3457.95431213801,2.82074874670658,5.34798588129967,5.42463918782257,2,2,2,0
37,736574.54808088,736574.548080972,1472735354.188,1472735354.19599,2016-09-01T13:09:14.188,2016-09-01T13:09:14.195,0.50300912781861,0.175690908036783,-0.0346666666666667,0.0644318761690723,190.9,413.519808057824,284.273607274604,286.339215038138,30.3793472519952,32.7707443765881,36.0131319178895,155147.679936705,3365.13673464535,2.57853272009402,5.47436257099272,6.09461723139739,2,2,2,0
38,736574.548137593,736574.548137604,1472735359.088,1472735359.089,2016-09-01T13:09:19.088,2016-09-01T13:09:19.089,0.448159244509494,0.121659497444854,0.0226666666666667,0.070548328588753,179.1,516.560411153429,222.849107229914,331.824459132749,33.5747778723363,22.2821508077703,24.3571903838233,71935.3631637801,934.961140534616,2.40125936106519,4.7329927703475,5.52298449440488,2,2,2,0
39,736574.548146111,736574.548147095,1472735359.824,1472735359.909,2016-09-01T13:09:19.824,2016-09-01T13:09:19.909,0.638590131348728,0.155576794377241,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,58.5096060847359,53.0810066058809,51.6561582198972,274121.17196396,5677.11630993966,5.19084076180151,7.42646537053135,7.97162656983828,5,3,5,0
40,736574.548180185,736574.548180324,1472735362.768,1472735362.78,2016-09-01T13:09:22.768,2016-09-01T13:09:22.780,0.609733649658191,0.153460215381495,-0.074,0.0581721582889959,88.9,705.626780628164,126.59055847286,312.940208753894,37.1537006268837,30.5448702648773,32.4135047188006,137544.536537464,3453.08672268395,3.28627580192733,5.08955003562082,5.5123803578,2,2,2,0
41,736574.548275463,736574.548276574,1472735371,1472735371.096,2016-09-01T13:09:31.000,2016-09-01T13:09:31.096,0.597462266771012,0.187906405740562,0.000666666666666679,0.097895182040112,202.1,265.850507803537,308.96836190709,60.7785444897934,51.4895837395708,76.7842796865149,72.5556213438145,485551.751390477,8321.04759477712,3.90938224282146,7.97594685201956,8.08306834930567,4,3,3,1
