file,variable,class,size_text,numel,bytes,is_complex,is_global,is_sparse
spacexplosion.mat,lh1,matlab.graphics.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,lh2,matlab.graphics.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,lh3,matlab.graphics.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,lh4,matlab.graphics.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,lh5,matlab.graphics.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,maxTimeDiffForAssoc,double,1 x 1,1,8,0,0,0
spacexplosion.mat,nfigs,double,1 x 1,1,8,0,0,0
spacexplosion.mat,numEvents,double,1 x 1,1,8,0,0,0
spacexplosion.mat,pWaveSpeed,double,1 x 1,1,8,0,0,0
spacexplosion.mat,ph1,matlab.graphics.chart.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,ph2,matlab.graphics.chart.primitive.Line,1 x 1,1,8,0,0,0
spacexplosion.mat,posttrigger,double,1 x 1,1,8,0,0,0
spacexplosion.mat,pretrigger,double,1 x 1,1,8,0,0,0
spacexplosion.mat,realtime,double,1 x 1,1,8,0,0,0
spacexplosion.mat,relativeHumidity,double,1 x 1,1,8,0,0,0
spacexplosion.mat,rf,double,1 x 1,1,8,0,0,0
spacexplosion.mat,row,double,1 x 1,1,8,0,0,0
spacexplosion.mat,savedframes,double,1 x 1,1,8,0,0,0
spacexplosion.mat,seismicEnergy,double,1 x 1,1,8,0,0,0
spacexplosion.mat,seismictime,double,1 x 1,1,8,0,0,0
spacexplosion.mat,skippedframes,double,1 x 1,1,8,0,0,0
spacexplosion.mat,snum,double,1 x 1,1,8,0,0,0
spacexplosion.mat,spacer,double,1 x 1,1,8,0,0,0
spacexplosion.mat,speed_of_sound,double,1 x 1,1,8,0,0,0
spacexplosion.mat,start_recording_time,double,1 x 1,1,8,0,0,0
spacexplosion.mat,startsecs,double,1 x 1,1,8,0,0,0
spacexplosion.mat,starttime,double,1 x 1,1,8,0,0,0
spacexplosion.mat,temperatureC,double,1 x 1,1,8,0,0,0
spacexplosion.mat,temperatureF,double,1 x 1,1,8,0,0,0
spacexplosion.mat,th1,matlab.graphics.primitive.Text,1 x 1,1,8,0,0,0
spacexplosion.mat,traceHeight,double,1 x 1,1,8,0,0,0
spacexplosion.mat,v,VideoWriter,1 x 1,1,8,0,0,0
spacexplosion.mat,vh,double,1 x 1,1,8,0,0,0
spacexplosion.mat,vw,double,1 x 1,1,8,0,0,0
spacexplosion.mat,wind_direction,double,1 x 1,1,8,0,0,0
spacexplosion.mat,wind_direction_from,double,1 x 1,1,8,0,0,0
spacexplosion.mat,wind_speed,double,1 x 1,1,8,0,0,0
spacexplosion.mat,wind_speed_knots,double,1 x 1,1,8,0,0,0
spacexplosion.mat,windowlength,double,1 x 1,1,8,0,0,0
spacexplosion.mat,zoombottom,double,1 x 1,1,8,0,0,0
spacexplosion.mat,zoomspacer,double,1 x 1,1,8,0,0,0
spacexplosion.mat,zoomtraceHeight,double,1 x 1,1,8,0,0,0
spacexplosion.mat,done,logical,1 x 1,1,1,0,0,0
spacexplosion.mat,make_figures,logical,1 x 1,1,1,0,0,0
traveltimes.mat,wf,waveform,6 x 1,6,28820403,0,0,0
traveltimes.mat,wfc,waveform,6 x 1,6,28820403,0,0,0
traveltimes.mat,backaz,double,1 x 153,153,1224,0,0,0
traveltimes.mat,arclen,double,1 x 6,6,48,0,0,0
traveltimes.mat,lat,double,6 x 1,6,48,0,0,0
traveltimes.mat,lon,double,6 x 1,6,48,0,0,0
traveltimes.mat,predicted_traveltime_seconds,double,1 x 6,6,48,0,0,0
waveform_for_jake.mat,wf,waveform,6 x 1,6,731067,0,0,0
