pickIndex,arid,matlabDatenum,arrivalTimeEpochS,arrivalTimeUTC,network,station,location,channel,seedId,phase,amplitude,signalToNoise,timeUncertaintyS,channelInfoText,channelParseSucceeded,isDeleted,isInfrasoundPhase,isSeismicPhase,isUnclassifiedPhase,isInfrasoundChannel,isSeismicChannel,eventNumber,associationMethod,associationTimeResidualS,associationAmbiguous,eventFirstArrivalDatenum,eventLastArrivalDatenum,eventFirstArrivalEpochS,eventLastArrivalEpochS,eventFirstArrivalUTC,eventLastArrivalUTC,timeFromEventFirstArrivalS
190,381,736574.546660787,1472735231.492,2016-09-01T13:07:11.492,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
191,452,736574.546671181,1472735232.39,2016-09-01T13:07:12.390,,BCHH,10,HD3,.BCHH.10.HD3,del,-1,-1,NaN,.BCHH..HD3_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
192,439,736574.546683206,1472735233.429,2016-09-01T13:07:13.429,,BCHH,00,HHE,.BCHH.00.HHE,del,-1,-1,NaN,.BCHH..HHE_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
245,876,736574.546760417,1472735240.1,2016-09-01T13:07:20.100,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
304,72,736574.547071065,1472735266.94,2016-09-01T13:07:46.940,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
305,73,736574.547071863,1472735267.009,2016-09-01T13:07:47.009,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
327,117,736574.547242905,1472735281.787,2016-09-01T13:08:01.787,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
328,453,736574.547242917,1472735281.788,2016-09-01T13:08:01.788,,BCHH,10,HD1,.BCHH.10.HD1,,-1,-1,NaN,.BCHH..HD1_10,1,0,0,0,1,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
329,658,736574.547269595,1472735284.093,2016-09-01T13:08:04.093,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
348,660,736574.54769816,1472735321.121,2016-09-01T13:08:41.121,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
349,661,736574.5477275,1472735323.656,2016-09-01T13:08:43.656,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
356,847,736574.548010417,1472735348.1,2016-09-01T13:09:08.100,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
355,846,736574.54802066,1472735348.985,2016-09-01T13:09:08.985,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
357,116,736574.548073333,1472735353.536,2016-09-01T13:09:13.536,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
360,115,736574.548135069,1472735358.87,2016-09-01T13:09:18.870,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
379,111,736574.548355926,1472735377.952,2016-09-01T13:09:37.952,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
380,112,736574.548375324,1472735379.628,2016-09-01T13:09:39.628,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
384,784,736574.54848875,1472735389.428,2016-09-01T13:09:49.428,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
389,839,736574.548853796,1472735420.968,2016-09-01T13:10:20.968,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
390,838,736574.548853935,1472735420.98,2016-09-01T13:10:20.980,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
391,837,736574.548854109,1472735420.995,2016-09-01T13:10:20.995,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
399,124,736574.549020961,1472735435.411,2016-09-01T13:10:35.411,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
400,663,736574.54907103,1472735439.737,2016-09-01T13:10:39.737,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
401,664,736574.549247303,1472735454.967,2016-09-01T13:10:54.967,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
402,441,736574.55156522,1472735655.235,2016-09-01T13:14:15.235,,BCHH,00,HHE,.BCHH.00.HHE,S,-1,-1,NaN,.BCHH..HHE_00,1,0,0,1,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
412,442,736574.551721123,1472735668.705,2016-09-01T13:14:28.705,,BCHH,00,HHE,.BCHH.00.HHE,S,-1,-1,NaN,.BCHH..HHE_00,1,0,0,1,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
419,783,736574.552288715,1472735717.745,2016-09-01T13:15:17.745,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
420,443,736574.552595752,1472735744.273,2016-09-01T13:15:44.273,,BCHH,00,HHE,.BCHH.00.HHE,S,-1,-1,NaN,.BCHH..HHE_00,1,0,0,1,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
427,782,736574.552720463,1472735755.04799,2016-09-01T13:15:55.047,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
469,177,736574.555089491,1472735959.732,2016-09-01T13:19:19.732,,BCHH,10,HD3,.BCHH.10.HD3,del,-1,-1,NaN,.BCHH..HD3_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
470,178,736574.555092083,1472735959.956,2016-09-01T13:19:19.956,,BCHH,10,HD3,.BCHH.10.HD3,del,-1,-1,NaN,.BCHH..HD3_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
565,669,736574.556129549,1472736049.593,2016-09-01T13:20:49.593,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
569,261,736574.556189387,1472736054.763,2016-09-01T13:20:54.763,,BCHH,10,HD3,.BCHH.10.HD3,del,-1,-1,NaN,.BCHH..HD3_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
570,670,736574.556240127,1472736059.147,2016-09-01T13:20:59.147,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
571,781,736574.556289884,1472736063.446,2016-09-01T13:21:03.446,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
608,279,736574.55652985,1472736084.179,2016-09-01T13:21:24.179,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
609,278,736574.55655353,1472736086.225,2016-09-01T13:21:26.225,,BCHH,10,HD3,.BCHH.10.HD3,del,-1,-1,NaN,.BCHH..HD3_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
610,673,736574.556554421,1472736086.302,2016-09-01T13:21:26.302,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
615,674,736574.556664028,1472736095.772,2016-09-01T13:21:35.772,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
623,675,736574.556808669,1472736108.269,2016-09-01T13:21:48.269,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
686,683,736574.557135718,1472736136.526,2016-09-01T13:22:16.526,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
687,684,736574.55720691,1472736142.677,2016-09-01T13:22:22.677,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
688,370,736574.557249225,1472736146.333,2016-09-01T13:22:26.333,,BCHH,00,HHZ,.BCHH.00.HHZ,P,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,1,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
698,780,736574.557325521,1472736152.925,2016-09-01T13:22:32.925,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
699,686,736574.557350903,1472736155.118,2016-09-01T13:22:35.118,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
700,687,736574.557375116,1472736157.21,2016-09-01T13:22:37.210,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
720,319,736574.557511667,1472736169.008,2016-09-01T13:22:49.008,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
721,789,736574.557511713,1472736169.012,2016-09-01T13:22:49.012,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
722,690,736574.557541875,1472736171.618,2016-09-01T13:22:51.618,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
728,327,736574.557662211,1472736182.015,2016-09-01T13:23:02.015,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
729,691,736574.557662454,1472736182.036,2016-09-01T13:23:02.036,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
732,692,736574.557718148,1472736186.848,2016-09-01T13:23:06.848,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
738,693,736574.557836146,1472736197.043,2016-09-01T13:23:17.043,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
746,694,736574.558151736,1472736224.31,2016-09-01T13:23:44.310,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
747,775,736574.558261262,1472736233.773,2016-09-01T13:23:53.773,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
748,776,736574.558273681,1472736234.846,2016-09-01T13:23:54.846,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
749,695,736574.558288623,1472736236.137,2016-09-01T13:23:56.137,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
750,336,736574.55831331,1472736238.27,2016-09-01T13:23:58.270,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
751,696,736574.558313808,1472736238.313,2016-09-01T13:23:58.313,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
752,777,736574.558414491,1472736247.012,2016-09-01T13:24:07.012,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
756,772,736574.558635162,1472736266.078,2016-09-01T13:24:26.078,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
757,771,736574.558650116,1472736267.37,2016-09-01T13:24:27.370,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
758,770,736574.558676076,1472736269.613,2016-09-01T13:24:29.613,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
759,773,736574.558687083,1472736270.564,2016-09-01T13:24:30.564,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
760,769,736574.558698657,1472736271.564,2016-09-01T13:24:31.564,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
761,768,736574.558774005,1472736278.074,2016-09-01T13:24:38.074,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
762,767,736574.558790081,1472736279.463,2016-09-01T13:24:39.463,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
763,698,736574.558808738,1472736281.075,2016-09-01T13:24:41.075,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
764,697,736574.558895266,1472736288.551,2016-09-01T13:24:48.551,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
768,342,736574.558930139,1472736291.564,2016-09-01T13:24:51.564,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
769,790,736574.558930324,1472736291.58,2016-09-01T13:24:51.580,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
770,699,736574.558930938,1472736291.633,2016-09-01T13:24:51.633,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
771,700,736574.558988738,1472736296.627,2016-09-01T13:24:56.627,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
772,765,736574.559054213,1472736302.284,2016-09-01T13:25:02.284,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
773,343,736574.559056539,1472736302.485,2016-09-01T13:25:02.485,,BCHH,00,HHE,.BCHH.00.HHE,del,-1,-1,NaN,.BCHH..HHE_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
774,774,736574.559067766,1472736303.455,2016-09-01T13:25:03.455,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
775,766,736574.559076794,1472736304.235,2016-09-01T13:25:04.235,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
776,378,736574.559087488,1472736305.159,2016-09-01T13:25:05.159,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
777,764,736574.559087801,1472736305.186,2016-09-01T13:25:05.186,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
778,345,736574.559254178,1472736319.561,2016-09-01T13:25:19.561,,BCHH,10,HD2,.BCHH.10.HD2,del,-1,-1,NaN,.BCHH..HD2_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
779,344,736574.559254502,1472736319.589,2016-09-01T13:25:19.589,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
780,701,736574.559254606,1472736319.598,2016-09-01T13:25:19.598,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
781,702,736574.559498843,1472736340.7,2016-09-01T13:25:40.700,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
782,763,736574.559504595,1472736341.197,2016-09-01T13:25:41.197,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
783,778,736574.559705509,1472736358.556,2016-09-01T13:25:58.556,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
784,762,736574.559780567,1472736365.041,2016-09-01T13:26:05.041,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
785,779,736574.559836447,1472736369.869,2016-09-01T13:26:09.869,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
786,761,736574.559893449,1472736374.794,2016-09-01T13:26:14.794,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
787,346,736574.559923484,1472736377.389,2016-09-01T13:26:17.389,,BCHH,00,HHZ,.BCHH.00.HHZ,U,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
788,379,736574.560114676,1472736393.908,2016-09-01T13:26:33.908,,BCHH,00,HHZ,.BCHH.00.HHZ,U,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
789,703,736574.560229132,1472736403.797,2016-09-01T13:26:43.797,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
790,757,736574.561254167,1472736492.36,2016-09-01T13:28:12.360,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
791,758,736574.56131794,1472736497.87,2016-09-01T13:28:17.870,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
792,760,736574.561390463,1472736504.136,2016-09-01T13:28:24.136,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
793,759,736574.561397523,1472736504.746,2016-09-01T13:28:24.746,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
794,756,736574.561622708,1472736524.202,2016-09-01T13:28:44.202,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
795,755,736574.561928877,1472736550.65501,2016-09-01T13:29:10.655,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
796,754,736574.562323102,1472736584.716,2016-09-01T13:29:44.716,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
797,444,736574.562422141,1472736593.273,2016-09-01T13:29:53.273,,BCHH,00,HHE,.BCHH.00.HHE,S,-1,-1,NaN,.BCHH..HHE_00,1,0,0,1,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
809,748,736574.563050023,1472736647.522,2016-09-01T13:30:47.522,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
810,746,736574.563203866,1472736660.814,2016-09-01T13:31:00.814,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
